เลขกลุ่มสาระ, ชื่อกลุ่มสาระ, เลขสาระ,ชื่อสาระ,หมวดมาตรฐาน,เลขมาตรฐาน,ชื่อมาตรฐาน,กลุ่มที่, เลขตัวชี้วัดระหว่างทาง, รายละเอียดตัวชี้วัดนะหว่างทาง,เลขตัวชี้วัดปลายทาง,รายละเอียดตัวชี้วัดปลายทาง
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.1 ป.4/3 ,เล่นเกมเลียนแบบและกิจกรรม แบบผลัด,พ 3.2 ป.4/1 ,ออกกําลังกาย เล่นเกม และกีฬาที่ตนเองชอบและมี ความสามารถในการวิเคราะห์ผล พัฒนาการของตนเองตามตัวอย่างและ แบบปฏิบัติของผู้อื่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.1 ป.4/4 ,เล่นกีฬาพื้นฐานอย่างน้อย 1 ชนิด,พ 3.2 ป.4/1 ,ออกกําลังกาย เล่นเกม และกีฬาที่ตนเองชอบและมี ความสามารถในการวิเคราะห์ผล พัฒนาการของตนเองตามตัวอย่างและ แบบปฏิบัติของผู้อื่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,3,พ 3.2 ป.4/2 ,ปฏิบัติตามกฎ กติกาการเล่นกีฬา พื้นฐานตามชนิดกีฬาที่เล่น,พ 3.2 ป.4/1 ,ออกกําลังกาย เล่นเกม และกีฬาที่ตนเองชอบและมี ความสามารถในการวิเคราะห์ผล พัฒนาการของตนเองตามตัวอย่างและ แบบปฏิบัติของผู้อื่น
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,4,-,-,พ 4.1 ป.4/4 ,ทดสอบและปรับปรุง สมรรถภาพทางกายตามผลการตรวจสอบ สมรรถภาพทางกาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,5,พ 5.1 ป.4/1 ,อธิบายความสําคัญของการใช้ยา และใช้ยาอย่างถูกวิธี,พ 5.1 ป.4/2,แสดงวิธีปฐมพยาบาล เมื่อได้รับอันตรายจากการใช้ยาผิด สารเคมี แมลงสัตว์กัดต่อย และ การบาดเจ็บจากการเล่นกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,5,พ 4.1 ป.4/3,วิเคราะห์ข้อมูลบนฉลากอาหารและ ผลิตภัณฑ์สุขภาพ เพื่อการเลือกบริโภค,พ 5.1 ป.4/2,แสดงวิธีปฐมพยาบาล เมื่อได้รับอันตรายจากการใช้ยาผิด สารเคมี แมลงสัตว์กัดต่อย และ การบาดเจ็บจากการเล่นกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,6,พ 4.1 ป.4/1 ,"อธิบายความสัมพันธ์ระหว่าง
สิ่งแวดล้อมกับสุขภาพ",พ 5.1 ป.4/3 ,วิเคราะห์ผลเสียของ การสูบบุหรี่ และการดื่มสุราที่มีต่อสุขภาพและการป้องกัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,6,พ 4.1 ป.4/2 ,อธิบายสภาวะอารมณ์ ความรู้สึกที่มีผลต่อสุขภาพ,พ 5.1 ป.4/3 ,วิเคราะห์ผลเสียของ การสูบบุหรี่ และการดื่มสุราที่มีต่อสุขภาพและการป้องกัน
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.5/1 ,อธิบายความสําคัญของระบบย่อยอาหาร และระบบขับถ่ายที่มีผลต่อสุขภาพ การเจริญเติบโต และพัฒนาการ,พ 1.1 ป.5/2 ,อธิบายวิธีดูแลระบบ ย่อยอาหารและระบบขับถ่ายให้ทํางาน ตามปกติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.5/2 ,อธิบายความสําคัญของการมีครอบครัวที่อบอุ่นตามวัฒนธรรมไทย,พ 2.1 ป.5/1,อธิบายการเปลี่ยนแปลง ทางเพศ และปฏิบัติตนได้เหมาะสม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.5/3 ,ระบุพฤติกรรมที่พึงประสงค์ และไม่พึงประสงค์ในการแก้ไขปัญหาความขัดแย้ง ในครอบครัวและกลุ่มเพื่อน,พ 2.1 ป.5/1,อธิบายการเปลี่ยนแปลง ทางเพศ และปฏิบัติตนได้เหมาะสม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.5/1 ,จัดรูปแบบการเคลื่อนไหว แบบผสมผสาน และควบคุมตนเองเมื่อใช้ทักษะ การเคลื่อนไหว ตามแบบที่กําหนด,พ 3.1 ป.5/5 ,เล่นกีฬาไทยและกีฬา สากลประเภทบุคคลและประเภททีม อย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.5/2 ,"เล่มเกมนําไปสู่กีฬาที่เลือกและ
กิจกรรมการเคลื่อนไหวแบบผลัด",พ 3.1 ป.5/5 ,เล่นกีฬาไทยและกีฬา สากลประเภทบุคคลและประเภททีม อย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.5/3,ควบคุมการเคลื่อนไหวในเรื่องการรับแรง การใช้แรง และความสมดุล,พ 3.1 ป.5/5 ,เล่นกีฬาไทยและกีฬา สากลประเภทบุคคลและประเภททีม อย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.5/4 ,"แสดงทักษะกลไกในการปฏิบัติ
กิจกรรมทางกายและเล่นกีฬา",พ 3.1 ป.5/5 ,เล่นกีฬาไทยและกีฬา สากลประเภทบุคคลและประเภททีม อย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.5/6 ,อธิบายหลักการ และเข้าร่วมกิจกรรม นันทนาการอย่างน้อย 1 กิจกรรม,พ 3.1 ป.5/5 ,เล่นกีฬาไทยและกีฬา สากลประเภทบุคคลและประเภททีม อย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,4,พ 3.2 ป.5/1 ,ออกกําลังกายอย่างมีรูปแบบเล่นเกม ที่ใช้ทักษะการคิดและตัดสินใจ,พ 3.2 ป.5/2,เล่นกีฬาที่ตนเองชอบ อย่างสม่ําเสมอ โดยสร้างทางเลือก ในวิธีปฏิบัติของตนเองอย่างหลากหลาย และมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,4,พ 3.2 ป.5/3 ,ปฏิบัติตามกฎ กติกาการเล่นเกม กีฬาไทยและกีฬาสากลตามชนิดกีฬาที่เล่น,พ 3.2 ป.5/2,เล่นกีฬาที่ตนเองชอบ อย่างสม่ําเสมอ โดยสร้างทางเลือก ในวิธีปฏิบัติของตนเองอย่างหลากหลาย และมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,4,พ 3.2 ป.5/4 ,ปฏิบัติตนตามสิทธิของตนเอง ไม่ ละเมิดสิทธิผู้อื่นและยอมรับในความแตกต่างระหว่าง บุคคลในการเล่นเกมและกีฬาไทย กีฬาสากล,พ 3.2 ป.5/2,เล่นกีฬาที่ตนเองชอบ อย่างสม่ําเสมอ โดยสร้างทางเลือก ในวิธีปฏิบัติของตนเองอย่างหลากหลาย และมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,5,พ 4.1 ป.5/4 ,ปฏิบัติตนในการป้องกันโรคที่พบบ่อย ในชีวิตประจําวัน,พ 4.1 ป.5/1 ,แสดงพฤติกรรมที่เห็น ความสําคัญของการปฏิบัติตนตาม สุขบัญญัติแห่งชาติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,6,พ 4.1 ป.5/2,ค้นหาข้อมูลข่าวสารเพื่อใช้สร้างเสริม สุขภาพ,พ 4.1 ป.5/3 ,วิเคราะห์สื่อโฆษณา ในการตัดสินใจเลือกซื้ออาหารและ ผลิตภัณฑ์สุขภาพอย่างมีเหตุผล
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,7,-,-,พ 4.1 ป.5/5 ,ทดสอบและปรับปรุง สมรรถภาพทางกายตามผลการทดสอบ สมรรถภาพทางกาย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,8,พ 5.1 ป.5/1 ,วิเคราะห์ปัจจัยที่มีอิทธิพลต่อการ ใช้สารเสพติด,พ 5.1 ป.5/3 ,ปฏิบัติตนเพื่อ ความปลอดภัย จากการใช้ยาและ หลีกเลี่ยงสารเสพติด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,8,พ 5.1 ป.5/2 ,วิเคราะห์ผลกระทบของการใช้ยา และสารเสพติดที่มีผลต่อร่างกาย จิตใจ อารมณ์ สังคม และสติปัญญา,พ 5.1 ป.5/4 ,วิเคราะห์อิทธิพลของสื่อ ที่มีต่อพฤติกรรมสุขภาพ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,9,-,-,พ 5.1 ป.5/5 ,ปฏิบัติตนเพื่อป้องกัน อันตราย จากการเล่นกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,1,การเจริญเติบโตและพัฒนาการของมนุษย์,พ 1,พ 1.1,1.1 เข้าใจธรรมชาติของการเจริญเติบโตและพัฒนาการของมนุษย์,1,พ 1.1 ป.6/1 ,อธิบายความสําคัญของระบบสืบพันธุ์ ระบบไหลเวียนโลหิต และระบบหายใจ ที่มีผลต่อ สุขภาพ การเจริญเติบโตและพัฒนาการ,พ 1.1 ป.6/2 ,อธิบายวิธีการดูแลรักษา ระบบสืบพันธุ์ ระบบไหลเวียนโลหิต และระบบหายใจให้ทํางานตามปกติ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,2,ชีวิตและครอบครัว,พ 2,พ 2.1,2.1 เข้าใจและเห็นคุณค่าตนเอง ครอบครัว เพศศึกษา และมีทักษะในการดำเนินชีวิต,2,พ 2.1 ป.6/1 ,อธิบายความสําคัญของการสร้าง และรักษาสัมพันธภาพกับผู้อื่น,พ 2.1 ป.6/2 ,วิเคราะห์พฤติกรรมเสี่ยงที่อาจนําไปสู่การมีเพศสัมพันธ์ การติด เชื้อเอดส์ และการตั้งครรภ์ก่อนวัยอันควร
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.6/1 ,แสดงทักษะการเคลื่อนไหวร่วมกับ ผู้อื่นในลักษณะแบบผลัด และแบบผสมผสานได้ ตามลําดับทั้งแบบอยู่กับที่ เคลื่อนที่ และใช้อุปกรณ์ ประกอบและการเคลื่อนไหวประกอบเพลง,พ 3.1 ป.6/3 ,เล่นกีฬาไทย กีฬาสากล ประเภทบุคคลและประเภททีมอย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.6/2 ,จําแนกหลักการเคลื่อนไหวในเรื่อง การรับแรง การใช้แรง และความสมดุลในการ เคลื่อนไหวร่างกายในการเล่นเกม เล่นกีฬา และ นําผลมาปรับปรุง เพิ่มพูนวิธีปฏิบัติของตนและผู้อื่น,พ 3.1 ป.6/3 ,เล่นกีฬาไทย กีฬาสากล ประเภทบุคคลและประเภททีมอย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,3,พ 3.1 ป.6/4 ,ใช้ทักษะกลไกเพื่อปรับปรุงเพิ่มพูน ความสามารถของตนและผู้อื่นในการเล่นกีฬา,พ 3.1 ป.6/3 ,เล่นกีฬาไทย กีฬาสากล ประเภทบุคคลและประเภททีมอย่างละ 1 ชนิด
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.1,3.1 เข้าใจ มีทักษะในการเคลื่อนไหว กิจกรรมทางกาย การเล่นเกม และกีฬา,4,-,-,พ 3.1 ป.6/5 ,ร่วมกิจกรรมนันทนาการ อย่างน้อย 1 กิจกรรม แล้วนําความรู้ และหลักการที่ได้ไปใช้เป็นฐานการศึกษา หาความรู้เรื่องอื่น ๆ
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,5,พ 3.2 ป.6/1 ,อธิบายประโยชน์และหลักการ ออกกําลังกายเพื่อสุขภาพ สมรรถภาพทางกาย และการสร้างเสริมบุคลิกภาพ,พ 3.2 ป.6/6 ,เล่นเกมและกีฬาด้วย ความสามัคคีและมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,5,พ 3.2 ป.6/2 ,เล่นเกมที่ใช้ทักษะการวางแผน และสามารถเพิ่มพูนทักษะการออกกําลังกาย และเคลื่อนไหวอย่างเป็นระบบ,พ 3.2 ป.6/6 ,เล่นเกมและกีฬาด้วย ความสามัคคีและมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,5,พ 3.2 ป.6/3 ,เล่นกีฬาที่ตนเองชื่นชอบและสามารถ ประเมินทักษะการเล่นของตนเป็นประจํา,พ 3.2 ป.6/6 ,เล่นเกมและกีฬาด้วย ความสามัคคีและมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,5,พ 3.2 ป.6/4 ,ปฏิบัติตามกฎ กติกาตามชนิดกีฬาที่เล่น โดยคํานึงถึงความปลอดภัยของตนเองและผู้อื่น,พ 3.2 ป.6/6 ,เล่นเกมและกีฬาด้วย ความสามัคคีและมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,3,สถิติและความน่าการเคลื่อนไหว การออกกําลังกาย การเล่นเกม กีฬาไทย และกีฬาสากลจะเป็น,พ 3,พ 3.2,3.2 รักการออกกําลังกาย การเล่นเกม และการเล่นกีฬา ปฏิบัติเป็นประจำอย่างสม่ำเสมอ มีวินัย เคารพสิทธิ กฎ กติกา มีน้ำใจนักกีฬา มีจิตวิญญาณในการแข่งขัน และชื่นชม ในสุนทรียภาพของการกีฬา,5,พ 3.2 ป.6/5 ,จําแนกกลวิธีการรุก การป้องกัน และนําไปใช้ในการเล่นกีฬา,พ 3.2 ป.6/6 ,เล่นเกมและกีฬาด้วย ความสามัคคีและมีน้ําใจนักกีฬา
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,6,พ 4.1 ป.6/1 ,แสดงพฤติกรรมในการป้องกันและ แก้ไขปัญหาสิ่งแวดล้อมที่มีผลต่อสุขภาพ,พ 4.1 ป.6/3 ,แสดงพฤติกรรมที่บ่งบอก ถึงความรับผิดชอบต่อสุขภาพของ ส่วนรวม
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,4,การสร้างเสริมสุขภาพ สมรรถภาพ และการป้องกันโรค,พ 4,พ 4.1,4.1 เห็นคุณค่าและมีทักษะในการสร้างเสริมสุขภาพ การดำรงสุขภาพ การป้องกันโรค และการสร้างเสริมสมรรถภาพเพื่อสุขภาพ,7,พ 4.1 ป.6/4 ,สร้างเสริมและปรับปรุงสมรรถภาพ ทางกายเพื่อสุขภาพอย่างต่อเนื่อง,พ 4.1 ป.6/2 ,วิเคราะห์ผลกระทบ ที่เกิดจากการระบาดของโรคและเสนอ แนวทางการป้องกันโรคติดต่อสําคัญ ที่พบในประเทศไทย
เลขกลุ่มสาระ,กลุ่มสาระการเรียนรู้สุขศึกษาและพลศึกษา,5,ความปลอดภัย,พ 5,พ 5.1,5.1 ป้องกันและหลีกเลี่ยงปัจจัยเสี่ยง พฤติกรรมเสี่ยงต่อสุขภาพ อุบัติเหตุ การใช้ยา สารเสพติด และความรุนแรง,8,พ 5.1 ป.6/1 ,วิเคราะห์ผลกระทบจากความรุนแรงของภัยธรรมชาติที่มีต่อร่างกาย จิตใจ และสังคม,พ 5.1 ป.6/2 ,ระบุวิธีปฏิบัติตน เพื่อความปลอดภัยจากธรรมชาติ
